record_id,launch_priority,should_publish,confidence,brand,part_type,part_subtype,primary_part_number,alt_part_numbers,oem_equivalent,product_name,compatible_models_text,track_sizes,chassis_mount_notes,serial_notes,position_notes,suggested_price_usd,source_tier,source_files,source_urls,verification_notes,seo_title,seo_h1,meta_description,slug,page_template
UP-0124,2,YES,Medium,CAT,idler,front,315-5463,,315-5463,Fits: Caterpillar 304E 305E Front Idler Assembly,"304E, 305E",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Front Idler 315-5463 for CAT 304E,CAT Front Idler 315-5463 for CAT 304E,"In-stock CAT Front Idler 315-5463 for CAT 304E. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machine",cat-315-5463-front-idler,Undercarriage part detail + machine fitment
UP-0128,2,YES,Medium,CAT,idler,front,352-2962,,352-2962,Fits: Caterpillar 307D 308D Idler,"307D, 308D",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Front Idler 352-2962 for CAT 307D,CAT Front Idler 352-2962 for CAT 307D,"In-stock CAT Front Idler 352-2962 for CAT 307D. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machine",cat-352-2962-front-idler,Undercarriage part detail + machine fitment
UP-0132,2,YES,Medium,CAT,idler,front,374-2918,,374-2918,Fits: Caterpillar 307E2 308E2 Tension Idler,"307E2, 308E2",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Front Idler 374-2918 for CAT 307E2,CAT Front Idler 374-2918 for CAT 307E2,"In-stock CAT Front Idler 374-2918 for CAT 307E2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machin",cat-374-2918-front-idler,Undercarriage part detail + machine fitment
UP-0091,2,YES,Medium,CAT,roller,bottom,127-3807,,127-3807,Fits: Caterpillar E70 E70B Bottom Roller,"E70, E70B",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 127-3807 for CAT E70,CAT Bottom Roller 127-3807 for CAT E70,"In-stock CAT Bottom Roller 127-3807 for CAT E70. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machin",cat-127-3807-bottom-roller,Undercarriage part detail + machine fitment
UP-0094,2,YES,Medium,CAT,roller,bottom,158-4968,,158-4968,Fits: Caterpillar 301.5 301.6 301.8 Lower Roller,"301.5, 301.6, 301.8",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 158-4968 for CAT 301.5,CAT Bottom Roller 158-4968 for CAT 301.5,"In-stock CAT Bottom Roller 158-4968 for CAT 301.5. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",cat-158-4968-bottom-roller,Undercarriage part detail + machine fitment
UP-0097,2,YES,Medium,CAT,roller,bottom,233-7148,,233-7148,Fits: Caterpillar 302.5 Bottom Track Roller,302.5,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 233-7148 for CAT 302.5,CAT Bottom Roller 233-7148 for CAT 302.5,"In-stock CAT Bottom Roller 233-7148 for CAT 302.5. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",cat-233-7148-bottom-roller,Undercarriage part detail + machine fitment
UP-0100,2,YES,Medium,CAT,roller,bottom,267-1389,,267-1389,Fits: Caterpillar 303.5 303CR Lower Roller,"303.5, 303CR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 267-1389 for CAT 303.5,CAT Bottom Roller 267-1389 for CAT 303.5,"In-stock CAT Bottom Roller 267-1389 for CAT 303.5. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",cat-267-1389-bottom-roller,Undercarriage part detail + machine fitment
UP-0103,2,YES,Medium,CAT,roller,top,267-6691,,267-6691,Fits: Caterpillar 303.5 303CR Upper Carrier Roller,"303.5, 303CR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Top Roller 267-6691 for CAT 303.5,CAT Top Roller 267-6691 for CAT 303.5,"In-stock CAT Top Roller 267-6691 for CAT 303.5. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machine",cat-267-6691-top-roller,Undercarriage part detail + machine fitment
UP-0104,2,YES,Medium,CAT,roller,bottom,285-2066,,285-2066,Fits: Caterpillar 304CR 305CR Bottom Roller,"304CR, 305CR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 285-2066 for CAT 304CR,CAT Bottom Roller 285-2066 for CAT 304CR,"In-stock CAT Bottom Roller 285-2066 for CAT 304CR. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",cat-285-2066-bottom-roller,Undercarriage part detail + machine fitment
UP-0105,2,YES,Medium,CAT,roller,top,285-2067,,285-2067,Fits: Caterpillar 304CR 305CR Top Roller,"304CR, 305CR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Top Roller 285-2067 for CAT 304CR,CAT Top Roller 285-2067 for CAT 304CR,"In-stock CAT Top Roller 285-2067 for CAT 304CR. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machine",cat-285-2067-top-roller,Undercarriage part detail + machine fitment
UP-0108,2,YES,Medium,CAT,roller,bottom,293-8672,,293-8672,Fits: Caterpillar 303CCR 303ECR Lower Roller,"303CCR, 303ECR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 293-8672 for CAT 303CCR,CAT Bottom Roller 293-8672 for CAT 303CCR,"In-stock CAT Bottom Roller 293-8672 for CAT 303CCR. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mac",cat-293-8672-bottom-roller,Undercarriage part detail + machine fitment
UP-0111,2,YES,Medium,CAT,roller,bottom,296-5829,,296-5829,Fits: Caterpillar 302.5C Bottom Roller,302.5C,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 296-5829 for CAT 302.5C,CAT Bottom Roller 296-5829 for CAT 302.5C,"In-stock CAT Bottom Roller 296-5829 for CAT 302.5C. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mac",cat-296-5829-bottom-roller,Undercarriage part detail + machine fitment
UP-0114,2,YES,Medium,CAT,roller,bottom,305-2877,,305-2877,Fits: Caterpillar 304DCR 305DCR Lower Roller,"304DCR, 305DCR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 305-2877 for CAT 304DCR,CAT Bottom Roller 305-2877 for CAT 304DCR,"In-stock CAT Bottom Roller 305-2877 for CAT 304DCR. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mac",cat-305-2877-bottom-roller,Undercarriage part detail + machine fitment
UP-0115,2,YES,Medium,CAT,roller,top,305-2878,,305-2878,Fits: Caterpillar 304DCR 305DCR Upper Roller,"304DCR, 305DCR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Top Roller 305-2878 for CAT 304DCR,CAT Top Roller 305-2878 for CAT 304DCR,"In-stock CAT Top Roller 305-2878 for CAT 304DCR. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machin",cat-305-2878-top-roller,Undercarriage part detail + machine fitment
UP-0118,2,YES,Medium,CAT,roller,bottom,311-7740,,311-7740,Fits: Caterpillar 305.5 305.5D Bottom Roller,"305.5, 305.5D",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 311-7740 for CAT 305.5,CAT Bottom Roller 311-7740 for CAT 305.5,"In-stock CAT Bottom Roller 311-7740 for CAT 305.5. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",cat-311-7740-bottom-roller,Undercarriage part detail + machine fitment
UP-0121,2,YES,Medium,CAT,roller,bottom,315-5460,,315-5460,Fits: Caterpillar 304E 305E Lower Roller,"304E, 305E",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 315-5460 for CAT 304E,CAT Bottom Roller 315-5460 for CAT 304E,"In-stock CAT Bottom Roller 315-5460 for CAT 304E. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machi",cat-315-5460-bottom-roller,Undercarriage part detail + machine fitment
UP-0122,2,YES,Medium,CAT,roller,top,315-5461,,315-5461,Fits: Caterpillar 304E 305E Upper Carrier Roller,"304E, 305E",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Top Roller 315-5461 for CAT 304E,CAT Top Roller 315-5461 for CAT 304E,"In-stock CAT Top Roller 315-5461 for CAT 304E. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machine ",cat-315-5461-top-roller,Undercarriage part detail + machine fitment
UP-0125,2,YES,Medium,CAT,roller,bottom,352-2959,,352-2959,Fits: Caterpillar 307D 308D Bottom Roller,"307D, 308D",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 352-2959 for CAT 307D,CAT Bottom Roller 352-2959 for CAT 307D,"In-stock CAT Bottom Roller 352-2959 for CAT 307D. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machi",cat-352-2959-bottom-roller,Undercarriage part detail + machine fitment
UP-0126,2,YES,Medium,CAT,roller,top,352-2960,,352-2960,Fits: Caterpillar 307D 308D Top Carrier Roller,"307D, 308D",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Top Roller 352-2960 for CAT 307D,CAT Top Roller 352-2960 for CAT 307D,"In-stock CAT Top Roller 352-2960 for CAT 307D. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machine ",cat-352-2960-top-roller,Undercarriage part detail + machine fitment
UP-0129,2,YES,Medium,CAT,roller,bottom,374-2915,,374-2915,Fits: Caterpillar 307E2 308E2 Lower Roller,"307E2, 308E2",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Bottom Roller 374-2915 for CAT 307E2,CAT Bottom Roller 374-2915 for CAT 307E2,"In-stock CAT Bottom Roller 374-2915 for CAT 307E2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",cat-374-2915-bottom-roller,Undercarriage part detail + machine fitment
UP-0130,2,YES,Medium,CAT,roller,top,374-2916,,374-2916,Fits: Caterpillar 307E2 308E2 Upper Roller,"307E2, 308E2",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Top Roller 374-2916 for CAT 307E2,CAT Top Roller 374-2916 for CAT 307E2,"In-stock CAT Top Roller 374-2916 for CAT 307E2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machine",cat-374-2916-top-roller,Undercarriage part detail + machine fitment
UP-0092,2,YES,Medium,CAT,sprocket,drive,127-3808,,127-3808,Fits: Caterpillar E70 E70B Drive Sprocket,"E70, E70B",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 127-3808 for CAT E70,CAT Drive Sprocket 127-3808 for CAT E70,"In-stock CAT Drive Sprocket 127-3808 for CAT E70. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, machi",cat-127-3808-drive-sprocket,Undercarriage part detail + machine fitment
UP-0095,2,YES,Medium,CAT,sprocket,drive,158-4969,,158-4969,Fits: Caterpillar 301.5 301.6 301.8 Sprocket,"301.5, 301.6, 301.8",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 158-4969 for CAT 301.5,CAT Drive Sprocket 158-4969 for CAT 301.5,"In-stock CAT Drive Sprocket 158-4969 for CAT 301.5. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mac",cat-158-4969-drive-sprocket,Undercarriage part detail + machine fitment
UP-0098,2,YES,Medium,CAT,sprocket,drive,233-7149,,233-7149,Fits: Caterpillar 302.5 Drive Sprocket,302.5,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 233-7149 for CAT 302.5,CAT Drive Sprocket 233-7149 for CAT 302.5,"In-stock CAT Drive Sprocket 233-7149 for CAT 302.5. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mac",cat-233-7149-drive-sprocket,Undercarriage part detail + machine fitment
UP-0101,2,YES,Medium,CAT,sprocket,drive,267-1390,,267-1390,Fits: Caterpillar 303.5 303CR Sprocket,"303.5, 303CR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 267-1390 for CAT 303.5,CAT Drive Sprocket 267-1390 for CAT 303.5,"In-stock CAT Drive Sprocket 267-1390 for CAT 303.5. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mac",cat-267-1390-drive-sprocket,Undercarriage part detail + machine fitment
UP-0106,2,YES,Medium,CAT,sprocket,drive,285-2068,,285-2068,Fits: Caterpillar 304CR 305CR Drive Sprocket,"304CR, 305CR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 285-2068 for CAT 304CR,CAT Drive Sprocket 285-2068 for CAT 304CR,"In-stock CAT Drive Sprocket 285-2068 for CAT 304CR. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mac",cat-285-2068-drive-sprocket,Undercarriage part detail + machine fitment
UP-0109,2,YES,Medium,CAT,sprocket,drive,293-8673,,293-8673,Fits: Caterpillar 303CCR 303ECR Sprocket,"303CCR, 303ECR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 293-8673 for CAT 303CCR,CAT Drive Sprocket 293-8673 for CAT 303CCR,"In-stock CAT Drive Sprocket 293-8673 for CAT 303CCR. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, ma",cat-293-8673-drive-sprocket,Undercarriage part detail + machine fitment
UP-0112,2,YES,Medium,CAT,sprocket,drive,296-5830,,296-5830,Fits: Caterpillar 302.5C Drive Sprocket,302.5C,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 296-5830 for CAT 302.5C,CAT Drive Sprocket 296-5830 for CAT 302.5C,"In-stock CAT Drive Sprocket 296-5830 for CAT 302.5C. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, ma",cat-296-5830-drive-sprocket,Undercarriage part detail + machine fitment
UP-0116,2,YES,Medium,CAT,sprocket,drive,305-2879,,305-2879,Fits: Caterpillar 304DCR 305DCR Sprocket,"304DCR, 305DCR",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 305-2879 for CAT 304DCR,CAT Drive Sprocket 305-2879 for CAT 304DCR,"In-stock CAT Drive Sprocket 305-2879 for CAT 304DCR. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, ma",cat-305-2879-drive-sprocket,Undercarriage part detail + machine fitment
UP-0119,2,YES,Medium,CAT,sprocket,drive,311-7741,,311-7741,Fits: Caterpillar 305.5 305.5D Sprocket,"305.5, 305.5D",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 311-7741 for CAT 305.5,CAT Drive Sprocket 311-7741 for CAT 305.5,"In-stock CAT Drive Sprocket 311-7741 for CAT 305.5. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mac",cat-311-7741-drive-sprocket,Undercarriage part detail + machine fitment
UP-0123,2,YES,Medium,CAT,sprocket,drive,315-5462,,315-5462,Fits: Caterpillar 304E 305E Drive Sprocket,"304E, 305E",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 315-5462 for CAT 304E,CAT Drive Sprocket 315-5462 for CAT 304E,"In-stock CAT Drive Sprocket 315-5462 for CAT 304E. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",cat-315-5462-drive-sprocket,Undercarriage part detail + machine fitment
UP-0127,2,YES,Medium,CAT,sprocket,drive,352-2961,,352-2961,Fits: Caterpillar 307D 308D Sprocket,"307D, 308D",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 352-2961 for CAT 307D,CAT Drive Sprocket 352-2961 for CAT 307D,"In-stock CAT Drive Sprocket 352-2961 for CAT 307D. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",cat-352-2961-drive-sprocket,Undercarriage part detail + machine fitment
UP-0131,2,YES,Medium,CAT,sprocket,drive,374-2917,,374-2917,Fits: Caterpillar 307E2 308E2 Drive Sprocket,"307E2, 308E2",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,CAT Drive Sprocket 374-2917 for CAT 307E2,CAT Drive Sprocket 374-2917 for CAT 307E2,"In-stock CAT Drive Sprocket 374-2917 for CAT 307E2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mac",cat-374-2917-drive-sprocket,Undercarriage part detail + machine fitment
UP-0136,2,YES,Medium,Kubota,idler,front,68678-94300,,68678-94300,Kubota KX 161 151 Case CK 50 Idler,"KX 161, KX 151, Case CK 50",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Front Idler 68678-94300 for Kubota KX 161,Kubota Front Idler 68678-94300 for Kubota KX 161,In-stock Kubota Front Idler 68678-94300 for Kubota KX 161. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part numb,kubota-68678-94300-front-idler,Undercarriage part detail + machine fitment
UP-0137,2,YES,Medium,Kubota,idler,front,69191-21300,,69191-21300,Kubota K008-3 U10-3 Tension Idler,"K008-3, U10-3",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Front Idler 69191-21300 for Kubota K008-3,Kubota Front Idler 69191-21300 for Kubota K008-3,In-stock Kubota Front Idler 69191-21300 for Kubota K008-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part numb,kubota-69191-21300-front-idler,Undercarriage part detail + machine fitment
UP-0144,2,YES,Medium,Kubota,idler,front,RC348-21302,,RC348-21302,Kubota KX 71-3 and U25 Aftermarket Idler,"KX 71-3, U25",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Front Idler RC348-21302 for Kubota KX 71-3,Kubota Front Idler RC348-21302 for Kubota KX 71-3,In-stock Kubota Front Idler RC348-21302 for Kubota KX 71-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part num,kubota-rc348-21302-front-idler,Undercarriage part detail + machine fitment
UP-0145,2,YES,Medium,Kubota,idler,front,RC411-21306,,RC411-21306,Kubota KX 91-3 and U 35-3 Idler Assembly,"KX 91-3, U 35-3",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Front Idler RC411-21306 for Kubota KX 91-3,Kubota Front Idler RC411-21306 for Kubota KX 91-3,In-stock Kubota Front Idler RC411-21306 for Kubota KX 91-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part num,kubota-rc411-21306-front-idler,Undercarriage part detail + machine fitment
UP-0148,2,YES,Medium,Kubota,idler,front,RD101-21300,,RD101-21300,Kubota KX 121-2 121-2SS Tension Idler,"KX 121-2, KX 121-2SS",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Front Idler RD101-21300 for Kubota KX 121-2,Kubota Front Idler RD101-21300 for Kubota KX 121-2,In-stock Kubota Front Idler RD101-21300 for Kubota KX 121-2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part nu,kubota-rd101-21300-front-idler,Undercarriage part detail + machine fitment
UP-0150,2,YES,Medium,Kubota,idler,front,RD118-21300,,RD118-21300,Kubota 121-3 Replacement Tension Idler,KX 121-3,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Front Idler RD118-21300 for Kubota KX 121-3,Kubota Front Idler RD118-21300 for Kubota KX 121-3,In-stock Kubota Front Idler RD118-21300 for Kubota KX 121-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part nu,kubota-rd118-21300-front-idler,Undercarriage part detail + machine fitment
UP-0151,2,YES,Medium,Kubota,idler,front,RD208-21300,,RD208-21300,Kubota 161-2 Front Idler - Low Serials,KX 161-2,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Front Idler RD208-21300 for Kubota KX 161-2,Kubota Front Idler RD208-21300 for Kubota KX 161-2,In-stock Kubota Front Idler RD208-21300 for Kubota KX 161-2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part nu,kubota-rd208-21300-front-idler,Undercarriage part detail + machine fitment
